"DATE","TIME","TEMP","RH","WS","PREC","YR","MON","DAY","LAT","LONG","FFMC","DMC","DC","ISI","BUI","FWI","DSR"
1964-07-02,13:00:00,23.8888888888889,19,24.14016,0,1964,7,2,40.25,105.75,93.3375411160994,10.753720296,23.004,23.217069830918,10.6799688125326,20.0051304744318,5.46498735204889
1964-07-03,13:00:00,25,16,24.14016,0,1964,7,3,40.25,105.75,95.017784151085,15.90270324,31.208,29.2900351866303,15.7852671455327,27.614776306701,9.66917479717355
1964-07-04,13:00:00,24.4444444444444,15,19.312128,0,1964,7,4,40.25,105.75,95.313056613331,21.0020793777778,39.312,23.9108109181874,20.8572370653404,27.044380345232,9.31848383536899
1964-07-05,13:00:00,25,14,9.656064,0,1964,7,5,40.25,105.75,95.6435850783308,26.2736571537778,47.516,15.3755650684083,26.1053288547816,21.980256197664,6.45604980139262
1964-07-06,13:00:00,26.6666666666667,19,24.14016,0,1964,7,6,40.25,105.75,95.6948057865292,31.5558034497778,56.02,32.1236740173424,31.3700357116411,39.3782466215566,18.1206047289522
1964-07-07,13:00:00,23.8888888888889,24,1.609344,0,1964,7,7,40.25,105.75,95.0629624766158,36.0160842213333,64.024,9.46977629239755,35.8235461807344,18.0518614083945,4.55630541186736
1964-07-08,13:00:00,22.7777777777778,25,1.609344,1270,1964,7,8,40.25,105.75,58.3283180092118,12.9628087709464,7.804,0.396724764924201,12.3761967684983,0.269438202182998,0.00266981788773529
1964-07-09,13:00:00,18.8888888888889,40,14.484096,1270,1964,7,9,40.25,105.75,56.6659218867972,7.4580885349307,7.104,0.668349922998408,7.03894228423281,0.336537133461489,0.00395746696666848
1964-07-10,13:00:00,18.8888888888889,37,1.609344,1778,1964,7,10,40.25,105.75,44.1516804236689,5.64268439391937,7.104,0.0780229770076774,5.33583508416835,0.0345325458543966,7.03450464944457e-05
1964-07-11,13:00:00,20.5555555555556,33,8.04672,0,1964,7,11,40.25,105.75,77.9009725717697,9.0502622881416,14.508,1.40150007394082,8.84454472337484,0.792014750514081,0.018002250140199
1964-07-12,13:00:00,23.3333333333333,31,6.437376,1270,1964,7,12,40.25,105.75,62.4261150790477,7.26364792979964,7.904,0.649531342904826,6.8959566683517,0.323815022557656,0.00369653294687085
